query_case_id,rank,case_id,conversation_id,lexical_score,rerank_score,outcome_tier,safety_penalty_flags,message,historical_reply,customer_followup
tesco-504344,1,tesco-1295367,1295367,14.097392744046186,0.7164568803700523,no_customer_followup,[],is it just me or have @Tesco Custard Creams gotten smaller?,"@customer Hi <name_redacted>, we will have a look into this and contact you back @customer Hi <name_redacted>, we've looked into this and they are the same size they've always been! TY",
tesco-504344,2,tesco-1622125,1622123,9.630938074493601,0.6899581263464372,positive_followup_proxy,[],"@Tesco Yes it is. It’s not just few, it’s every one. We’ve been using them for months. Every time, a pool of foul liquid at the bottom of the bin","@customer I hope this helps. Thanks, Jessica 3/3","@Tesco Thanks Jessica but I feel I’ll be wasting my time. Clearly no one QC’s this product so I will buy alternative, such as @customer"
tesco-504344,3,tesco-1293127,1293127,9.513742731165355,0.6837526334611201,positive_followup_proxy,[],@Tesco do you have a list of the stores with the My Little Pony events on? Just seen it near me but my niece is in aldershot and is pony mad,"@customer You can search <media_or_link> and filter the store's with the even on, and pick the best location for you.",@Tesco Awesome that'll make one little girl into a very happy pony! Thanks
tesco-2824379,1,tesco-1974268,1974268,13.19198133565613,0.7685751054203418,positive_followup_proxy,[],@Tesco are you having trouble with your online account as I can’t check out my shopping? Just keeps saying error,"@customer Hi <name_redacted>. I'm sorry you had trouble checking out, did you manage to check out after? Was there an error message? Thanks",@Tesco Yes just kept saying error. Phoned up in the end and managed to get it sorted.
tesco-2824379,2,tesco-973702,973702,15.908828309588763,0.7097902931473947,unclassified_followup,[],@Tesco - I am assuming I can pick up a Click and Collect order for as long as the store is open?,"@customer Hi <name_redacted>, thanks for getting in touch. Can you please tell me if it is a Grocery or Direct order? TY","@Tesco Direct please, in particular at Musselburgh. Keep going up and I can’t get it , but they can’t tell me when I can 🙄"
tesco-2824379,3,tesco-2348099,2348105,11.853887752469369,0.708874553111513,positive_followup_proxy,[],@Tesco Hi <name_redacted>. I've just DM'd details as requested. Can you keep me updated please as to why this keeps happening? Thanks,"@customer @customer Hi <name_redacted>, I have logged your complaint on our systems and this will be fed back to the store. Ty","@Tesco Hi <name_redacted>. That's great, but why is it never open was my question? I could understand if it was midnight, but this was Saturday aft"
tesco-628221,1,tesco-1976394,1976395,11.097141954624933,0.889995267014096,positive_followup_proxy,[],@Tesco Well you did today; I checked my statement and I’ve been charged £1 for paying for fuel using @customer card. Whose fault is that pls?,"@customer Hi, this is just a pending transaction and will be returned to you by your bank once the transaction has been processed. Regards","@Tesco Ah ok, thanks. Let's see what happens."
tesco-628221,2,tesco-1843325,1843322,9.44958579350576,0.7845846053034014,positive_followup_proxy,[],@Tesco Returned and refunded. Thank you. 😊,"@customer No worries. I'm glad you got the issue resolved. If there's anything else, please do get back in touch. TY",@Tesco Will do. Thank you. 😊
tesco-628221,3,tesco-1886938,1886938,11.895012486608703,0.7310430326203027,no_customer_followup,[],"@Tesco I’ve just been charged twice for my shop, left the store and can’t go back now...anything you can do?","@customer Hi <name_redacted>, I'm sorry you paid more than you expected to. Have you contacted your bank to check if 1 payment is still pending? TY",
tesco-496166,1,tesco-2544262,2544262,19.790105349552128,0.7484212860159498,positive_followup_proxy,[],@Tesco thanks for the old £1 in my change yesterday,@customer Hi Liam; what store did you visit? Did you use Self Service or a manned checkout? I'll happily inform the Store Management Team to make them aware,"@Tesco It was in Buxton with a petrol station, I was on a driving lesson at the time so I don't know the store name, I also work retail, I had heard you were taking them but not giving them out 😂 thank you for replying, if there was a bank round here wouldn't of been a problem || @Tesco It was a manned checkout too, well womanned checkout, shed just been called to the till as the queue had built up"
tesco-496166,2,tesco-2234679,2234679,18.444734957582675,0.709778885944625,positive_followup_proxy,[],@Tesco Why are your staff still giving old £1 coins in change? I was told I could take it to the bank or Poundland by the till operative!,"@customer Hi <name_redacted>, could you please let me know which store this was in and I will look into this for you. Thanks","@Tesco Woolton store. I’ve sent a DM, thanks."
tesco-496166,3,tesco-1848184,1848184,14.804543094583579,0.6052234778978676,positive_followup_proxy,[],grrrrr just noticed that the £3 change I got from @Tesco yesterday gave me an 'old' £1 coin!!,"@customer Hi <name_redacted>, I am sorry to see someone has gave you an old pound coin, this shouldn't have happened. 1/2 @customer We can accept these back in store up until the 22nd Oct if you wish to return it, Can you let me know what store this was please? 2/2",@Tesco Thanks I'll use it tomoro when I'm in. It was the Sauchiehall st Glasgow - it was a self serve machine.
tesco-552728,1,tesco-1549546,1549546,18.982674023255218,0.8293510208986331,positive_followup_proxy,"[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]",@Tesco just want to say how disappointed I am at your delivery service. 10-11pm slot and you've not turned up and no phone call. Nice one.,"@customer Hi <name_redacted>, I'm sorry to learn your order didn't arrive last night 1/3 @customer I appreciate this must be incredibly frustrating and I'd like to investigate this further 2/3 @customer In order for me to do so can you please DM your full name, full address and email address? Thanks - Aneurin 3/3","@Tesco Thank you for your reply, DM sent."
tesco-552728,2,tesco-1562398,1562400,14.046752997780004,0.7715018261036817,positive_followup_proxy,[],"@Tesco Nothing specific, just to look at wrapping paper etc and Christmas tree decorations. I am an organised Christmas shopper ha ha. Grimsby x","@customer Thanks Emma, I've spoken to James our Duty Manager in Grimsby who's confirmed all Christmas stock is now on sale. I hope this helps, Leah.","@Tesco Yay✨.. what fast and great service from you this morning <name_redacted>, much appreciated !"
tesco-552728,3,tesco-2266260,2266260,18.523947753660984,0.7500342844123005,no_customer_followup,[],Is it to early to put my Christmas tree up 😅🙈🎄 #christmas #excited,@customer Well that depends on how excited you are for Christmas 🎄🎄 😊 When would you normally put up your Christmas decs?,
tesco-479890,1,tesco-1381182,1381182,22.34684886663246,1.0,positive_followup_proxy,[],"@Tesco Hello! Please could you let the staff at the Tesco Express in Wallisdown, Poole that are all so friendly, lovely and so helpful :)","@customer Hi <name_redacted>. This is great to hear, and I really appreciate you taking the time to get in touch! 1/2 @customer I've passed your message onto the store's Duty Manager to make sure our colleagues get the recognition they deserve! Thanks - Chris 2/2","@Tesco Thank you so much! I was in the queue there earlier and a member of staff had to deal with someone so rude to her on self service || @Tesco And she kept her cool &amp; spoke to him very politely, they are such a lovely team, I felt so bad for her! Please let them know they're great!"
tesco-479890,2,tesco-1391510,1391511,14.325812863638188,0.7056744079798998,positive_followup_proxy,[],@Tesco Yes of course. I regularly shop in Tesco and most staff are helpful and friendly but had a rubbish experience today,"@customer Hello <name_redacted>, I am sorry for miserable experience in the store.I have spoken to duty manager Allan. 1/2 @customer He will encourage colleagues to be more engaging with customers. TY - Eve 2/2",@Tesco Thank you very much for your quick response
tesco-479890,3,tesco-1139682,1139682,14.086137739691761,0.6968797182762643,positive_followup_proxy,[],"@Tesco need to sort their staff esp in #Bridgend Not 1 £5 note in store, get given pocket full of change No wonder @AldiUK is doing so well <media_or_link>","@customer Hi there, I am very sorry to hear this! Can you please let me know which store in Bridgend this is? Ty","@Tesco Tesco 7 Foursquare tips, Cowbridge Rd, Bridgend . Thanks for showing some concern, however it's a shame the store staff don't do the same."
tesco-89598,1,tesco-1935019,1935020,20.08945951202277,0.7487745754309945,positive_followup_proxy,[],"@Tesco Hi it's all good, there was a problem scanning parcels which meant they couldn't contact me. Thank you","@customer Hi, thanks for getting back to me and I hope you have now been able to collect your parcel. Thanks","@Tesco Yeah got it, thank you 👍 👍"
tesco-89598,2,tesco-2207231,2207231,19.869535731375777,0.7425480736732037,positive_followup_proxy,[],"@Tesco literally went to collect my order, in my mums name (different surname) and I couldn’t pick it up due to not having the same name 🙄","@customer Hi there, I'm sorry you were unable to collect an order. Sadly my Tesco Direct colleagues have finished for the evening. One of my colleagues will be in touch later today to help resolve this for you. TY",@Tesco Thank you :)
tesco-89598,3,tesco-1970879,1970879,26.85998019977929,0.7304621630099863,no_customer_followup,[],@Tesco can I collect our click and collect order even though it’s in hubbys name?,"@customer Hi there, you can collect an order in someone else's name, as long as you have the order details and the card used to pay. TY",
tesco-2820812,1,tesco-1682828,1682828,15.256083210372822,0.787585213462914,positive_followup_proxy,[],"@Tesco Hi, I take it that the £250 voucher 'to celebrate 98th anniversary' is a scam...?🤣🤣","@customer Can you please delete the message and please do not follow the link included in the message. Thanks, Jessica. 2/2 @customer I'm sorry that you've received this message. I can confirm that it isn't genuine and hasn't been sent by Tesco. 1/2",@Tesco Thanks for reply. Had already warned the friends who posted link to me. If it seems too good to be true...😉
tesco-2820812,2,tesco-2504701,2504701,13.912218024530432,0.7340647518512293,positive_followup_proxy,[],"@Tesco The fuel discount voucher, do you have to spend £60 on fuel, and does it expire 05/11 or 19/11? Thanks! <media_or_link>","@customer Hi <name_redacted>, there isn't a minimum spend at the pump for the voucher, the voucher expires on the 19/11. Ty",@Tesco Thank you!
tesco-2820812,3,tesco-2143231,2143231,18.85994603088409,0.7211118140259355,no_customer_followup,[],@Tesco I’ve been trying to reset my password for my clubcard account to get my vouchers but the email isn’t coming through,"@customer Hi <name_redacted>. That's a little strange. Would you mind confirming your name, address, email and clubcard number so I can help? Thanks",
tesco-64413,1,tesco-907475,907477,20.609636985014966,0.7152132946798833,positive_followup_proxy,[],@Tesco I don't have my receipt is been about 3 weeks,"@customer Hi <name_redacted>, did you use a clubcard when purchasing the product? This can be used as proof of purchase so can a bank statement :).","@Tesco I have it on my online banking, I'll go into the store tomorrow. Thanks"
tesco-64413,2,tesco-32470,32479,20.03772587108945,0.7003612896799565,positive_followup_proxy,[],"@Tesco Hi <name_redacted>, ok thanks for the update - will you let me know when it has been resolved so I can finish my shopping? Thanks","@customer Hi there, I'm afraid we will be unable to notify you to when the fixes have been implemented.","@Tesco Ok, if I ask now can you let me know if it has been fixed?"
tesco-64413,3,tesco-2138013,2138013,19.77979930311395,0.6936631742142638,positive_followup_proxy,[],@tesco please resist temptation to say you dont know about problem. Everyone else does,"@customer Hi <name_redacted>, we're working on getting a fix for this no later than March 2018. Kind regards",@Tesco Whooah - thank you.
tesco-2899807,1,tesco-1323999,1323999,14.478572600401948,0.7899999999999999,no_customer_followup,[],Thanks @Tesco for the cat treats.. @customer didn’t even offer me one... she ate the whole pack. #greedycat <media_or_link>,"@customer We're pleased you liked them Pickle...but, you could have shared with Teagan 🙄",
tesco-2899807,2,tesco-987485,987485,11.648902490316358,0.6897404527152234,positive_followup_proxy,"[""private_channel_request"", ""personal_data_request"", ""over_public_length_limit""]","@Tesco hey! <name_redacted> magazine cut my poor cat Mario last night, cost me £223 in vet fees, that deserves some treats of ya don't you think🐈 <media_or_link>","@customer Aw hello <name_redacted>! He is so sweet, look at that wee face! I'm sorry he is feeling poorly, I know he will be getting lots of cuddles! 1/3 @customer If you can DM me your details Vicky me and the girls would like to get a wee treat for Mario if that's ok? 2/3 @customer Please DM your full name, address and email address? also if you shop in store or online? Thanks - Laura 3/3","@Tesco It's his 7th birthday today! So he's getting extra cuddles!🐈😊 || @Tesco Aww thank you, I shall do that now"
tesco-2899807,3,tesco-1614656,1614656,8.786793419383411,0.6776437113486152,positive_followup_proxy,[],"@Tesco I can’t find this clumping cat litter at your Brookfield centre, Cheshunt anyone. Have you discontinued it? <media_or_link>","@customer Hi <name_redacted>, I'm sorry that you can't find the cat litter in Cheshunt store. I can see on the system that there are 11 packs in stock. 1/2 @customer Please be aware that the stock levels may change depending on the time you visit the store. TY - Eve 2/2",@Tesco Okay. Will keep an eye out for them. Thanks.
tesco-562470,1,tesco-2261207,2261207,19.963826029273772,0.95,positive_followup_proxy,"[""over_public_length_limit""]",@Tesco pls have a word with delivery driver who stopped (Wesley St Cwmbran @ 17:15 today) in middle of road to delivery groceries. Forcing cars onto pavement and 2 buses to get stuck! Reg: BL66YGE thanks,"@customer Hello <name_redacted>, I am sorry you had to wait while my colleague was delivering and I appreciate this must have been inconvenient for you. I will give the store a call when the department reopens later. TY @customer Hi <name_redacted>, thanks for your patience. I've passed all these details to the Home Shopping team in store and they will be addressing this with the driver. I'm confident this will not happen again. Thanks for letting me know.",@Tesco Thank you both Chris &amp; Natalie for sorting. Appreciate the response
tesco-562470,2,tesco-1261415,1261415,16.385703386986833,0.8530311493211293,positive_followup_proxy,[],@tesco thanks for blocking the road with all your trolleys at the busiest time of the day! <media_or_link>,"@customer Hi there, sorry to see these aren't put away properly. Can you confirm the store so that I can call our management team. Thanks",@Tesco Thanks for your reply its the Aberdare store. Not the first time either
tesco-562470,3,tesco-1830588,1830588,19.63057202866038,0.7763118281985488,no_customer_followup,[],@Tesco Are all of your delivery drivers mentally challenged or is it just the one that decided to park his van on a single road entrance?,"@customer Hi there, please can you let me know where this was &amp; also the van registration?",
tesco-599505,1,tesco-2171472,2171473,11.622069305429632,0.7380430120788948,positive_followup_proxy,[],@Tesco It's for a large order and request if discount for a good cause,@customer Please then choose the tab for community champion and you will find a form - Allyn 3/3,"@Tesco Hi thanks it's not for a charity, but thank for your help"
tesco-599505,2,tesco-1080174,1080174,11.01322235622225,0.7088087357635744,positive_followup_proxy,[],Thank you for having us to help collect donations at @Tesco! Can't wait to help out again tomorrow! @customer @customer 🎀🔥 <media_or_link>,@customer Hope you had a cracking day! All the very best for tomorrow too! TY,"@Tesco We had a great time, thank you! Roll on tomorrow ❤️"
tesco-599505,3,tesco-2672723,2672723,9.933091519877339,0.6569453842800643,positive_followup_proxy,[],@Tesco - so delivery driver ran out of time to bring my order apparently and no one rang to let me know !!! One very unhappy customer !!!,"@customer Hi <name_redacted>, I'm sorry, can you message me with your account name, address, tel number and email? Ty Andrew",@Tesco Just done this - thanks
tesco-2890034,1,tesco-1909366,1909366,17.636809380771616,0.8130679230555182,positive_followup_proxy,[],"@Tesco Hi, if I preorder a game off of Tesco direct will it be delivered the same day that it comes out","@customer Hi <name_redacted>, we do what we can to deliver in time for the day of release but can't guarantee delivery as these are not tracked item.",@Tesco Okay thank you
tesco-2890034,2,tesco-2035371,2035371,16.34554821832966,0.7667184953001438,positive_followup_proxy,[],@Tesco where can I buy them from now please? (I do not want to get them online as I don't need £20/£25 worth of food) Thanks.,"@customer Hi <name_redacted>, thanks for getting in contact regarding these products but unfortunately it looks like they have both been discontinued. TY",@Tesco great :( thanks for getting back to me. Please suggest they bring them back. Thanks.
tesco-2890034,3,tesco-2001690,2001691,15.932169682132702,0.7518803981309783,positive_followup_proxy,[],"@Tesco Although, if we go to @Tesco Extra Accrington branch, if they don’t have any, we could always try @customer","@customer @customer Hi <name_redacted>, I've had a look for you and the Great Harwood store doesn't stock the Banana milk shake but the Accrington store has them. TY",@Tesco @customer Awesome. Thanks. Accy it is then! || @Tesco @customer Yay. Thanks. <media_or_link>
tesco-576221,1,tesco-1669083,1669083,16.44267374819176,0.8051893091534092,positive_followup_proxy,[],@Tesco Any reason why your website keeps crashing???? <media_or_link>,"@customer Hi <name_redacted>, we're aware of the issue and it has been escalated to IT who are looking to find a resolution as quickly as possible.",@Tesco Thanks Danny. Been two days now.
tesco-576221,2,tesco-1595396,1595396,14.90041700578947,0.7465490635287759,positive_followup_proxy,[],Thank you Jim @customer Surplus collection volunteer @Tesco @customer <media_or_link>,@customer Great to see it not going to waste 👍 #EveryLittleHelps,@Tesco It does help !! Thank you @customer #zerowaste
tesco-576221,3,tesco-1454693,1454693,14.391935439126236,0.7272153928467564,positive_followup_proxy,[],"@Tesco why can't I find this online? Please help me, make my Christmas dreams come true! 🎅🏼 ❤️😂 <media_or_link>","@customer Hey, <name_redacted>! That's lovely! Where did you see it advertised? Can you give me some details please? Which magazine, page number, etc 1/2 @customer I'll be only too happy to query this for you :) - Dawn 2/2","@Tesco Tesco free magazine, featured on the 1st page and page 42 thanks"
tesco-2848270,1,tesco-278486,278494,12.3430841511197,0.913520708810952,positive_followup_proxy,[],"@Tesco You're a superstar! Thank you, I really appreciate it. Xx","@customer Hi <name_redacted>, you would need to contact Pom Bears as this is not our product. They will have the best information. TY","@Tesco Thanks, that's what I thought, which is why I didn't ask. I tagged you as a point of reference for the people who had suggested Pom Bears as a wheat free option to me. || @Tesco To be honest, even contacting Pom Bears is risky. There's no guarantee that if they are currently wheat free they would stay this way. And there would be no way of me knowing if this changed."
tesco-2848270,2,tesco-1406338,1406341,13.798286650045611,0.7899999999999999,no_customer_followup,[],@Tesco Thank you for your swift reply and explanation.,"@customer You're welcome Stuart, if you need anything else don't hesitate to get back in touch :)",
tesco-2848270,3,tesco-54515,54515,10.049081703483886,0.7771934926304453,positive_followup_proxy,[],"Dear @Tesco, is there a reason why your new packet design also means an increase in calories and sugars in your whole wheat pasta? #Tesco <media_or_link>","@customer Hi <name_redacted>, I can certainly look in to this for you and either I or one of my colleagues will get back to you as soon as possible! TY",@Tesco Thank you @Tesco - just seems odd that changing packaging would alter the nutritional content of the pasta. Look forward to hearing from you
tesco-2892572,1,tesco-41738,41738,12.335895614860776,0.9358865770832596,positive_followup_proxy,[],@Tesco plastic wrapped in more plastic... 🤦 #SaveOurOceans <media_or_link>,"@customer Hi <name_redacted>, packaging is vital to protect food &amp; reduce food waste. 1/2 @customer We have worked hard to ensure that the materials we use are the right materials to protect the food we sell. TY - Joanne 2/2",@Tesco This is a bs response... No offence... If you 'worked hard' you would not have added a second plastic wrapper
tesco-2892572,2,tesco-1349893,1349893,12.82802739867869,0.7060421345845623,no_customer_followup,"[""over_public_length_limit""]","Evacuated fm @Tesco in Dalmarnock due 2 alarm, staff moved 2 their evacuation pnt while leaving customers @ fnt dr, gr8 prctice #needswork","@customer Hi <name_redacted>. I'm very sorry about that. I have just spoken to the Duty Manager and he is very sorry that you feel like this.1/3 @customer He's assured me that it was dealt with properly, as our staff do need to leave. It is our Fire Wardens or Managers that assist customers.2/3 @customer He is going to feed this to the Managers and make sure this doesn't happen again. TY- Charlotte 3/3",
tesco-2892572,3,tesco-1609154,1609154,8.175414960079207,0.6809515825478465,positive_followup_proxy,[],Hi @Tesco. Friend has contacted online about issues with faux leather boots causing her kid painful rash. She's received no reply. What now? <media_or_link>,"@customer Hi <name_redacted>, please advise your friend to return the boots &amp; receipt to her nearest Extra/Superstore or Metro so it can be investigated 1/2 @customer If she has any queries please ask her to contact us directly - Laura 2/2","@Tesco Thanks Laura. She has contacted Tesco directly but has been ignored for 2 wks hence a public twitter request! || @Tesco If someone could respond to her initial online query, that would be less inconvenient than her going back in store."
tesco-2964734,1,tesco-1585485,1585485,17.9534287164099,0.69,private_handoff_without_outcome,"[""private_channel_request""]",@Tesco another of your lorries has stopped on double yellow lines at a dangerous bend stopping traffic and causing safety concerns in Rugby,@customer This isn't good to hear. Can you please DM where and when this specifically happened? Thanks,
tesco-2964734,2,tesco-2359179,2359180,13.229432203509063,0.6842374734226647,positive_followup_proxy,"[""private_channel_request"", ""personal_data_request""]",@customer @Tesco @customer make that 6 lines #joke <media_or_link>,"@customer Hi <name_redacted>, DM me your postcode and I can look in your local stores where this will be located for you? This can make your journey easier and quicker. Thank you",@Tesco Got some from my @Tesco local! Thanks :) || @Tesco Shame @customer are no help. Literally across the road and won’t be using them anymore!
tesco-2964734,3,tesco-2441090,2441090,15.633125113556787,0.5840230869326658,private_handoff_without_outcome,"[""private_channel_request""]",Oi @Tesco do you think blocking the entire pavement while straddling a double yellow is appropriate? <media_or_link>,"@customer Hello <name_redacted>, thank you for getting in touch and I am very sorry our delivery driver has parked on the full pavement as well as on double yellow lines. Can you please DM us the location of where you have saw this incident? TY","@Tesco It was on Upper Grove Place, Edinburgh. See this Google Streetview for reference: <media_or_link>"
tesco-74931,1,tesco-997344,997344,20.47435526837024,0.82,unclassified_followup,[],@Tesco Just added this to my basket and it goes up by £10? <media_or_link>,"@customer Hey, can you try clearing your cache&amp;cookies and adding this to your basket again please? Many thanks",@Tesco Now just showing the higher price. #baitandswitch Boo. <media_or_link>
tesco-74931,2,tesco-2207185,2207185,13.889693323199882,0.7362836228898997,positive_followup_proxy,[],@Tesco what is up with your website AGAIN?,"@customer Hi there, were experiencing some issues with our website earlier which should now be resolved. I'm sorry for the inconvenience caused and thanks for your patience","@Tesco Your thanks are misplaced, I wasn't being patient, but thank you for you tweet."
tesco-74931,3,tesco-2140709,2140709,13.459905934462649,0.7190705944870481,positive_followup_proxy,[],"@Tesco I'd like to add these two products to my online order but they don't exist on your website, why send me useless vouchers? #wasteofpaper <media_or_link>","@customer Hi <name_redacted>, I'm sorry to hear that you can't make use of the coupons. These can be used in-store as well. 1/2 @customer Perhaps if you're near a branch you can go inside to see if they have the items there? Thanks - Murray 2/2",@Tesco I'm disabled so only shop with you online. Shame I can't make use of them. Thanks for replying.
tesco-2935489,1,tesco-808482,808482,9.656413670772931,0.7956667268307793,positive_followup_proxy,[],"@Tesco hi, would i be able to purchase wine in your 24hr store tomorrow at 7am? Didn’t know if you had a time restriction for alcohol 🤔🤷🏼‍♂️",@customer Hi <name_redacted>. Could you let me know which store you plan on visiting? I'll be more than happy to check for you. Thanks,"@Tesco Thanks Chris, it would be Arena Park Coventry"
